Video_ID,User_ID,Username,Video_Title,Category,Likes,Comments,Shares,Views,Upload_Date,Upload_DateTime,Upload_Hour,Upload_Day,Video_Length,Hashtags,Hashtag_Count,User_Followers,User_Following,User_Total_Likes,Engagement_Rate,Like_Rate,Comment_Rate,Share_Rate
13,240,user271,This Made Me Laugh,Comedy,1197,222,408,15843,2024-02-29,2024-02-29 08:35:03,8,Thursday,30,#lol #funny #comedy #viral,4,797,186,15099,0.11531906835826548,0.07555387237265669,0.014012497633024049,0.025752698352584737
14,394,user329,Fashion Haul,Fashion,1368,222,431,17416,2024-08-02,2024-08-02 20:26:20,20,Friday,15,#trending,1,6230,4459,81551,0.11604271933853927,0.07854846118511713,0.012746899402847955,0.024747358750574183
15,391,user92,Game Review,Gaming,463,132,140,7684,2024-02-13,2024-02-13 07:44:29,7,Tuesday,60,#gamer #twitch #gaming #streamer,4,20,81,135,0.09565330557001561,0.060255075481520044,0.01717855283706403,0.018219677251431546
16,489,user399,This Made Me Laugh,Comedy,1982,520,617,25889,2024-12-04,2024-12-04 01:49:16,1,Wednesday,60,#lol #comedy #funny #fyp #viral,5,854,312,16718,0.12047587778593224,0.07655761134072386,0.020085750704932598,0.023832515740275794
17,30,user124,Dance Challenge #17,Dance,75,18,17,1486,2024-08-20,2024-08-20 14:34:05,14,Tuesday,90,#dance #dancechallenge #viral #fyp,4,407,162,7579,0.0740242261103634,0.05047106325706595,0.012113055181695828,0.011440107671601614
18,66,user338,Funny Moment #18,Comedy,1045,192,385,20162,2024-02-03,2024-02-03 06:20:52,6,Saturday,180,#lol,1,582,345,9558,0.08044836821743874,0.05183017557781966,0.00952286479515921,0.019095327844459876
19,387,user374,Get Fit,Fitness,2680,668,872,86583,2024-08-01,2024-08-01 12:32:27,12,Thursday,30,#fitfam #health #fitness,3,292,211,2865,0.048739359920538676,0.03095295843294873,0.0077151403855260274,0.010071261102063916
20,127,user116,Recipe #20,Cooking,2516,512,840,37079,2024-10-03,2024-10-03 21:09:57,21,Thursday,60,#food #foodie #chef #recipe,4,4065,2133,30956,0.10431780792362254,0.06785512014887132,0.013808355133633593,0.022654332641117613
21,363,user324,Funny Moment #21,Comedy,864,156,191,7210,2024-05-11,2024-05-11 07:11:09,7,Saturday,15,#lol #comedy #viral #funny #fyp,5,642,372,11079,0.1679611650485437,0.11983356449375866,0.02163661581137309,0.026490984743411928
22,264,user122,Dance Challenge #22,Dance,5853,1745,1465,76088,2024-03-29,2024-03-29 21:53:31,21,Friday,20,#fyp,1,49451,35631,716867,0.11911208074860688,0.07692408789822311,0.022933971191252234,0.01925402165913153
23,479,user452,Style Tips,Fashion,160,42,54,5166,2024-09-16,2024-09-16 19:19:29,19,Monday,180,#trending #style,2,2769,277,20558,0.049554781262098335,0.03097173828881146,0.008130081300813009,0.010452961672473868
24,217,user211,Fitness Tips,Fitness,6219,1720,1656,136708,2024-04-04,2024-04-04 08:53:54,8,Thursday,180,#workout #fitness #health #fitfam,4,3909,115,28973,0.07018609006056704,0.04549111975890219,0.012581560698715511,0.012113409602949352
25,373,user174,Fitness Tips,Fitness,26856,6589,6636,470252,2024-12-01,2024-12-01 11:32:31,11,Sunday,15,#fitness,1,355,237,5234,0.08523302399564489,0.0571098049556408,0.014011636314146458,0.014111582725857625
26,217,user94,Funny Moment #26,Comedy,505,100,117,6304,2024-04-06,2024-04-06 13:38:42,13,Saturday,45,#lol #fyp,2,4495,1027,38926,0.11453045685279188,0.08010786802030456,0.015862944162436547,0.01855964467005076
27,51,user26,Style Tips,Fashion,1761,430,511,23545,2024-06-28,2024-06-28 16:00:22,16,Friday,45,#ootd,1,66279,26165,525502,0.11475897218093013,0.07479294967084307,0.018262900828201315,0.02170312168188575
28,110,user443,Viral Dance Moves,Dance,547,106,194,17747,2024-02-06,2024-02-06 05:16:19,5,Tuesday,45,#trending #dancechallenge,2,4749,3578,91698,0.04772637628895025,0.03082211077928664,0.005972840480081141,0.010931425029582465
29,217,user357,Original Song,Music,1443,342,581,23629,2024-01-23,2024-01-23 18:31:17,18,Tuesday,30,#music #singing #song #cover,4,556,232,9878,0.10013119471835456,0.06106902535020526,0.014473739895890642,0.024588429472258665
30,278,user32,Get Fit,Fitness,1583,392,564,49459,2024-03-01,2024-03-01 02:48:39,2,Friday,45,#workout #fitness #gym,3,508,274,3280,0.05133544956428557,0.032006308255322594,0.007925756687357205,0.011403384621605775
31,305,user35,Gaming Highlight #31,Gaming,720,167,220,16825,2024-01-23,2024-01-23 04:49:08,4,Tuesday,15,#twitch #gamer #gaming #gameplay #streamer,5,260,131,4456,0.06579494799405647,0.042793462109955424,0.009925705794947995,0.013075780089153046
32,299,user290,Easy Recipe,Cooking,15021,3060,4099,262622,2024-06-05,2024-06-05 19:27:39,19,Wednesday,20,#recipe #cooking #food #foodie #chef,5,1612,1049,23776,0.08445598617023707,0.057196274493378316,0.01165172757803992,0.015607984098818835
33,344,user331,Gaming Highlight #33,Gaming,6589,1235,1651,64494,2024-04-11,2024-04-11 06:30:44,6,Thursday,45,#gamer #gameplay #streamer,3,1404,136,16825,0.14691289112165473,0.10216454243805626,0.019149068130368718,0.02559928055322976
34,319,user289,Fashion Haul,Fashion,137,20,30,7320,2024-06-26,2024-06-26 13:38:30,13,Wednesday,90,#fashion,1,1874,1250,19494,0.025546448087431693,0.018715846994535518,0.00273224043715847,0.004098360655737705
35,146,user81,Comedy Skit,Comedy,986,223,236,24256,2024-01-29,2024-01-29 10:50:21,10,Monday,45,#viral #comedy #fyp #funny #lol,5,39480,20168,627391,0.059572889182058046,0.04064973614775726,0.009193601583113456,0.009729551451187335
36,136,user60,Workout Routine #36,Fitness,23945,4692,8475,524701,2024-11-19,2024-11-19 19:03:58,19,Tuesday,60,#fitfam #fitness #gym #workout #health,5,2128,803,13144,0.0707298061181511,0.04563551432148976,0.008942235673269157,0.01615205612339218
37,105,user352,Comedy Skit,Comedy,4182,731,1058,46980,2024-10-15,2024-10-15 07:49:30,7,Tuesday,30,#viral #comedy #lol,3,1766,1038,26318,0.12709663686675182,0.08901660280970626,0.015559812686249468,0.022520221370796085
38,425,user142,Fashion Haul,Fashion,97,17,27,1373,2024-07-15,2024-07-15 06:45:13,6,Monday,180,#fashion #trending #outfit,3,13056,3782,213696,0.10269482884195193,0.07064821558630735,0.012381646030589949,0.019664967225054626
39,227,user283,New Dance Trend,Dance,2969,659,706,42861,2024-01-02,2024-01-02 09:02:53,9,Tuesday,90,#fyp #viral,2,157,111,1723,0.10111756608571895,0.06927043232775718,0.015375282891206458,0.016471850866755327
40,463,user77,Singing,Music,2162,579,667,28220,2024-08-05,2024-08-05 20:01:51,20,Monday,15,#music,1,7981,3262,142439,0.12076541459957477,0.07661233167965982,0.0205173635719348,0.023635719347980155
41,187,user461,Viral Dance Moves,Dance,202,33,70,3537,2024-11-20,2024-11-20 02:59:21,2,Wednesday,90,#dancechallenge #viral #trending #dance #fyp,5,2895,1375,31331,0.0862312694373763,0.05711054566016398,0.009329940627650551,0.019790783149561775
42,453,user448,New Dance Trend,Dance,1742,354,623,41515,2024-05-18,2024-05-18 23:01:25,23,Saturday,45,#dance #fyp,2,26029,20018,483625,0.06549439961459713,0.04196073708298206,0.008527038419848247,0.015006624111766832
43,13,user92,Original Song,Music,879,265,262,23501,2024-08-29,2024-08-29 00:59:04,0,Thursday,30,#song #artist,2,431,270,6221,0.05982724139398324,0.0374026637164376,0.011276115909961278,0.011148461767584357
44,56,user196,Game Review,Gaming,1763,288,436,19384,2024-10-30,2024-10-30 20:22:14,20,Wednesday,120,#gameplay #gamer,2,2622,1599,44842,0.12830169211721007,0.09095130004127115,0.014857614527445316,0.022492777548493603
45,157,user421,Viral Dance Moves,Dance,1168,238,405,21346,2024-11-29,2024-11-29 10:40:08,10,Friday,180,#viral #trending,2,11263,6823,73737,0.08484025110090884,0.054717511477560196,0.011149629907242574,0.018973109716106062
46,443,user36,Cooking Tutorial,Cooking,695,182,174,13671,2024-03-27,2024-03-27 13:47:53,13,Wednesday,15,#foodie #food,2,4431,1440,22875,0.07687806305317826,0.05083753931680199,0.013312852022529442,0.012727671713846828
47,493,user136,Style Tips,Fashion,2272,499,634,35819,2024-05-16,2024-05-16 08:55:08,8,Thursday,120,#outfit #fashion #ootd #style #trending,5,74,86,1116,0.09506128032608392,0.06343002317205952,0.013931153856891594,0.017700103297132806
48,60,user198,New Dance Trend,Dance,584,121,129,7888,2024-02-12,2024-02-12 02:23:05,2,Monday,120,#fyp #trending #dancechallenge,3,2982,231,39490,0.10573022312373224,0.07403651115618662,0.01533975659229209,0.01635395537525355
49,486,user341,Recipe #49,Cooking,4939,865,1223,114119,2024-04-08,2024-04-08 22:11:09,22,Monday,15,#cooking #recipe #foodie #food,4,2753,312,17238,0.06157607409809059,0.04327938380111988,0.007579807043524742,0.010716883253445964
50,159,user342,Game Review,Gaming,7736,1156,2360,118201,2024-08-30,2024-08-30 00:13:45,0,Friday,90,#gameplay,1,1488,192,29461,0.09519378008646288,0.06544783885077114,0.009779951100244499,0.019965990135447247
51,341,user482,Original Song,Music,81,22,27,3011,2024-05-06,2024-05-06 16:14:42,16,Monday,120,#artist #song #music,3,404,118,6729,0.043175024908668216,0.026901361673862503,0.0073065426768515445,0.008967120557954168
52,108,user221,Original Song,Music,1648,334,360,118597,2024-09-20,2024-09-20 01:03:38,1,Friday,30,#artist #cover #song #music #singing,5,11557,203,139029,0.019747548420280446,0.013895798376012883,0.0028162601077598927,0.003035489936507669
53,44,user146,Game Review,Gaming,2888,796,845,55757,2024-06-29,2024-06-29 14:00:14,14,Saturday,180,#gamer #twitch #gameplay #gaming,4,125,100,1044,0.0812274691966928,0.051796187025844286,0.014276234374159298,0.015155047796689206
54,24,user126,Gaming Highlight #54,Gaming,367,76,77,4346,2024-02-06,2024-02-06 06:25:54,6,Tuesday,45,#gamer #streamer #gaming,3,4794,3720,61585,0.11965025310630464,0.0844454670961804,0.017487344684767602,0.01771744132535665
55,205,user125,Fitness Tips,Fitness,15854,3759,5048,252478,2024-08-25,2024-08-25 09:29:10,9,Sunday,20,#health #workout #gym #fitfam,4,928,498,8501,0.09767583710263865,0.06279358993654893,0.014888425922258574,0.019993821243831145
56,91,user412,How to Tutorial #56,Tutorial,5304,875,1692,142904,2024-09-11,2024-09-11 18:54:13,18,Wednesday,15,#education,1,143,114,2830,0.055078934109612045,0.03711582600906903,0.006122991658735934,0.011840116441807087
57,411,user238,Workout Routine #57,Fitness,4335,1129,1551,57372,2024-01-20,2024-01-20 12:04:09,12,Saturday,45,#health,1,3337,1174,63372,0.12227218852401868,0.07555950637941854,0.019678588858676706,0.027034093285923447
58,442,user244,Game Review,Gaming,20194,3219,6961,262328,2024-10-20,2024-10-20 07:26:25,7,Sunday,180,#streamer #twitch #gameplay #gamer #gaming,5,718,381,7692,0.11578634381385136,0.07697996401451618,0.012270897502363454,0.02653548229697173
59,141,user226,Workout Routine #59,Fitness,1487,237,398,22259,2024-04-10,2024-04-10 15:50:25,15,Wednesday,45,#fitfam #health #gym,3,1618,1294,32278,0.09533222516734804,0.06680443865402759,0.010647378588436137,0.017880407924884316
60,458,user277,Comedy Skit,Comedy,2891,486,915,24266,2024-10-04,2024-10-04 02:43:12,2,Friday,60,#viral #lol,2,1752,686,12154,0.1768729910162367,0.11913788840352757,0.02002802274787769,0.037707079864831454
61,110,user33,This Made Me Laugh,Comedy,2421,617,828,31658,2024-02-23,2024-02-23 17:44:23,17,Friday,30,#fyp #comedy,2,316,202,4046,0.12211763219407416,0.07647356118516646,0.019489544506917682,0.02615452650199002
62,464,user395,Original Song,Music,847,181,239,13963,2024-06-07,2024-06-07 07:06:05,7,Friday,90,#singing #artist #music #cover #song,5,11236,7892,124183,0.09073981236124042,0.06066031655088448,0.01296283033732006,0.01711666547303588
63,276,user383,Viral Dance Moves,Dance,5944,957,1443,69590,2024-11-28,2024-11-28 17:19:16,17,Thursday,120,#dance #fyp #viral #trending,4,81,84,1503,0.11990228481103607,0.08541457105906021,0.013751975858600374,0.020735737893375485
64,173,user343,Cooking Tutorial,Cooking,12415,2806,3281,230689,2024-07-08,2024-07-08 14:37:42,14,Monday,45,#foodie #chef #cooking,3,42,42,808,0.08020321731855441,0.053817043725535245,0.012163562198457665,0.01422261139456151
65,330,user220,Music Cover #65,Music,62,13,23,1197,2024-10-08,2024-10-08 05:51:34,5,Tuesday,30,#song #music #artist #singing,4,5907,1210,36256,0.08187134502923976,0.05179615705931495,0.01086048454469507,0.01921470342522974
66,168,user109,Easy Guide,Tutorial,74,16,27,3042,2024-12-02,2024-12-02 15:38:24,15,Monday,180,#tutorial #learn,2,2279,1250,17285,0.038461538461538464,0.024326101249178174,0.005259697567389875,0.008875739644970414
67,10,user384,Fitness Tips,Fitness,374,67,95,11931,2024-05-06,2024-05-06 22:25:25,22,Monday,90,#gym #health #workout #fitness,4,127,100,1594,0.04492498533232755,0.031346911407258406,0.0056156231665409435,0.007962450758528203
68,487,user127,Dance Challenge #68,Dance,1372,206,405,24789,2024-05-15,2024-05-15 21:52:00,21,Wednesday,45,#dance,1,1168,828,21973,0.07999515914316833,0.05534712977530356,0.008310137561014966,0.016337891806849813
69,486,user112,Easy Recipe,Cooking,1037,170,323,22333,2024-11-21,2024-11-21 22:10:47,22,Thursday,15,#recipe #chef #cooking #foodie #food,5,482,238,6879,0.06850848520127166,0.04643352885863968,0.007612053911252407,0.014462902431379572
70,56,user297,Fitness Tips,Fitness,210,36,45,5445,2024-09-28,2024-09-28 15:29:09,15,Saturday,60,#workout #fitness #health,3,40,51,737,0.0534435261707989,0.03856749311294766,0.006611570247933884,0.008264462809917356
71,357,user396,Dance Challenge #71,Dance,109324,27196,34557,1562263,2024-05-01,2024-05-01 03:39:08,3,Wednesday,120,#viral #dance #fyp #trending,4,325,160,1722,0.10950588985337296,0.06997797425913563,0.017408080457643815,0.02211983513659352
72,260,user332,Outfit Inspo #72,Fashion,135,39,33,3969,2024-11-26,2024-11-26 05:18:26,5,Tuesday,20,#fashion #outfit #ootd #style #trending,5,410,235,6226,0.05215419501133787,0.034013605442176874,0.009826152683295541,0.008314436885865457
73,79,user223,Game Review,Gaming,3534,914,1174,32646,2024-01-05,2024-01-05 21:55:35,21,Friday,120,#gaming #twitch #gamer #gameplay,4,566,145,5239,0.17221099062672302,0.10825215952949825,0.027997304417080194,0.03596152668014458
74,437,user126,Easy Guide,Tutorial,17094,4952,4627,283616,2024-10-11,2024-10-11 23:28:04,23,Friday,60,#tips #education #howto #learn #tutorial,5,153,113,1309,0.0940461751100079,0.060271634886607243,0.01746022791379894,0.016314312309601713
75,15,user254,Comedy Skit,Comedy,419,78,119,8300,2024-04-18,2024-04-18 07:47:58,7,Thursday,180,#fyp #lol,2,25,21,167,0.07421686746987952,0.05048192771084337,0.009397590361445784,0.014337349397590361
76,144,user451,Epic Gameplay,Gaming,6871,1184,2181,73812,2024-03-11,2024-03-11 14:52:13,14,Monday,180,#gameplay #streamer,2,965,214,14503,0.13867663794504959,0.0930878447948843,0.016040752181217147,0.029548040968948138
77,389,user124,Style Tips,Fashion,3975,1025,1031,49852,2024-08-03,2024-08-03 20:20:52,20,Saturday,15,#style #fashion #ootd #trending #outfit,5,470,217,5928,0.12097809516167857,0.0797360186151007,0.020560860146032256,0.020681216400545616
78,355,user125,Fitness Tips,Fitness,386,88,99,9554,2024-09-07,2024-09-07 20:15:04,20,Saturday,180,#fitness #fitfam #workout #health,4,692,170,8454,0.05997487963156793,0.04040192589491313,0.00921080175842579,0.010362151978229013
79,360,user233,Fashion Haul,Fashion,962,157,241,16156,2024-09-14,2024-09-14 20:33:21,20,Saturday,90,#trending #outfit #style #ootd,4,444,273,7283,0.08417925229017083,0.059544441693488485,0.00971775191879178,0.014917058677890567
80,62,user381,Fashion Haul,Fashion,2064,601,576,48228,2024-04-29,2024-04-29 01:56:00,1,Monday,60,#fashion #style,2,42225,28075,822348,0.06720162561167786,0.04279671560089574,0.012461640540764702,0.011943269470017417
81,117,user185,Easy Guide,Tutorial,1363,196,309,38434,2024-03-15,2024-03-15 09:17:28,9,Friday,45,#learn #tips #tutorial #education,4,2280,1551,16180,0.048602799604516835,0.03546339178852058,0.0050996513503668624,0.008039756465629391
82,484,user65,Learn This Trick,Tutorial,9205,2674,2452,306375,2024-04-27,2024-04-27 09:20:17,9,Saturday,15,#howto #learn #tutorial #education #tips,5,2650,1443,34041,0.04677600979192167,0.030044879640962873,0.008727866177070583,0.00800326397388821
83,495,user27,Workout Routine #83,Fitness,4973,1086,1748,122045,2024-02-09,2024-02-09 20:11:10,20,Friday,15,#gym #health #workout #fitfam #fitness,5,397,165,6437,0.06396820844770372,0.04074726535294359,0.00889835716334139,0.01432258593141874
84,252,user38,Fashion Haul,Fashion,30,6,7,1210,2024-11-30,2024-11-30 15:50:24,15,Saturday,180,#fashion,1,1123,823,16130,0.03553719008264463,0.024793388429752067,0.0049586776859504135,0.005785123966942148
85,306,user405,New Dance Trend,Dance,203,53,75,2876,2024-02-28,2024-02-28 22:11:53,22,Wednesday,30,#fyp #dance #trending #dancechallenge #viral,5,4669,2966,33967,0.1150904033379694,0.07058414464534075,0.01842837273991655,0.0260778859527121
86,292,user318,Cooking Tutorial,Cooking,529,116,114,17438,2024-10-28,2024-10-28 05:59:16,5,Monday,120,#foodie #food #chef #recipe,4,321,219,5826,0.043525633673586424,0.030336047711893566,0.006652139006766831,0.006537446954926023
87,42,user81,New Dance Trend,Dance,8123,1485,3091,203646,2024-08-24,2024-08-24 18:10:18,18,Saturday,20,#viral #fyp,2,7558,991,63780,0.06235820983471318,0.039887844593068364,0.007292065643322235,0.01517829959832258
88,353,user305,Cooking Tutorial,Cooking,888,196,279,13566,2024-03-08,2024-03-08 12:03:34,12,Friday,20,#cooking #foodie,2,4723,1026,48105,0.1004717676544302,0.0654577620521893,0.014447884416924664,0.02056612118531623
89,441,user233,Get Fit,Fitness,76,13,27,1069,2024-04-23,2024-04-23 02:44:00,2,Tuesday,15,#gym #fitfam,2,1437,741,7575,0.10851262862488306,0.07109448082319925,0.01216089803554724,0.025257249766136577
90,279,user116,Funny Moment #90,Comedy,176302,27519,52702,1393987,2024-09-23,2024-09-23 22:53:30,22,Monday,45,#lol #comedy #fyp,3,2658,1267,37479,0.18402108484512408,0.12647320240432658,0.01974121709886821,0.0378066653419293
91,406,user158,How to Tutorial #91,Tutorial,8057,1579,2640,218702,2024-04-13,2024-04-13 03:52:26,3,Saturday,30,#tutorial,1,49416,15833,287671,0.05613117392616437,0.03684008376695229,0.007219869960036945,0.012071220199175134
92,42,user307,Fashion Haul,Fashion,4441,1033,1355,58003,2024-06-19,2024-06-19 13:12:24,13,Wednesday,20,#outfit #ootd #style #trending,4,457,242,8590,0.11773528955398858,0.07656500525834871,0.017809423650500835,0.023360860645139044
93,118,user493,Dance Challenge #93,Dance,92,15,25,3181,2024-12-11,2024-12-11 10:01:19,10,Wednesday,120,#dancechallenge #fyp #dance,3,202,110,2520,0.04149638478465891,0.028921722728701665,0.004715498270983967,0.00785916378497328
94,300,user224,Dance Challenge #94,Dance,839,209,266,12329,2024-10-24,2024-10-24 00:05:00,0,Thursday,60,#dance #viral #trending #fyp #dancechallenge,5,866,107,12949,0.10657798686024819,0.06805093681563792,0.01695190201962852,0.02157514802498175
95,54,user440,Get Fit,Fitness,381,93,155,14715,2024-02-05,2024-02-05 10:26:27,10,Monday,180,#health #gym #workout,3,396,262,3226,0.04274549779136935,0.025891946992864425,0.006320081549439347,0.010533469249065579
96,46,user162,Easy Guide,Tutorial,699,163,170,19288,2024-05-08,2024-05-08 01:59:34,1,Wednesday,120,#learn #education #tips #tutorial,4,1383,668,8278,0.053504769805060144,0.03624014931563666,0.008450850269597677,0.008813770219825798
97,28,user97,Fashion Haul,Fashion,2268,468,648,23440,2024-05-05,2024-05-05 13:07:48,13,Sunday,20,#trending #fashion #outfit #style,4,187,109,3352,0.14436860068259386,0.09675767918088737,0.019965870307167236,0.02764505119453925
98,225,user451,Epic Gameplay,Gaming,2966,652,992,44847,2024-08-29,2024-08-29 19:22:05,19,Thursday,180,#gaming #gamer #twitch #streamer,4,2420,146,17768,0.1027939438535465,0.06613597342074164,0.014538319174080763,0.022119651258724105
99,116,user431,Workout Routine #99,Fitness,5014,1022,1429,81569,2024-02-17,2024-02-17 03:46:23,3,Saturday,15,#workout #fitfam #health #fitness #gym,5,1271,263,18799,0.09151761085706579,0.06146943078865746,0.012529269698047052,0.01751891037036129
100,362,user140,This Made Me Laugh,Comedy,693,202,242,12680,2024-06-28,2024-06-28 05:00:21,5,Friday,20,#fyp #viral,2,777,533,8514,0.08966876971608832,0.05465299684542587,0.015930599369085172,0.019085173501577287
101,98,user472,Original Song,Music,192,30,71,3046,2024-11-20,2024-11-20 04:11:27,4,Wednesday,180,#song #singing #cover #music,4,89,74,1536,0.09619172685489166,0.06303348653972422,0.00984898227183191,0.023309258043335522
102,421,user2,Easy Guide,Tutorial,11203,2162,3564,484908,2024-12-01,2024-12-01 13:18:53,13,Sunday,20,#education #learn #tips,3,322,198,3587,0.03491177707936351,0.023103351563595567,0.0044585777095861485,0.007349847806181791
103,171,user283,Fashion Haul,Fashion,111,30,42,1163,2024-10-08,2024-10-08 23:17:08,23,Tuesday,60,#trending #ootd #fashion #style #outfit,5,4711,3034,53602,0.15735167669819433,0.09544282029234738,0.025795356835769563,0.03611349957007739
104,439,user398,Music Cover #104,Music,2913,837,747,31540,2024-06-25,2024-06-25 20:07:09,20,Tuesday,90,#song #singing,2,3006,2368,38733,0.14258084971464807,0.09235890932149651,0.026537729866835762,0.02368421052631579
105,494,user19,Original Song,Music,401,74,160,11762,2024-01-17,2024-01-17 22:49:20,22,Wednesday,90,#singing #artist #cover #music,4,95,86,1403,0.05398741710593437,0.03409284135351131,0.006291447032817548,0.01360312871960551
106,270,user467,How to Tutorial #106,Tutorial,1396,440,379,45866,2024-07-14,2024-07-14 01:41:34,1,Sunday,90,#education,1,2417,1702,33744,0.04829285309379497,0.030436488902454976,0.009593162691318187,0.008263201500021803
107,320,user355,Fitness Tips,Fitness,24955,5653,9620,417858,2024-01-06,2024-01-06 23:02:59,23,Saturday,30,#workout #fitness #fitfam #gym,4,1949,168,14606,0.09627193927123569,0.05972124501624954,0.013528519257738274,0.02302217499724787
108,368,user455,Singing,Music,29,5,7,629,2024-09-09,2024-09-09 08:54:59,8,Monday,20,#artist #singing #song,3,1477,412,15264,0.06518282988871224,0.046104928457869634,0.00794912559618442,0.011128775834658187
109,47,user223,Get Fit,Fitness,504,122,145,7643,2024-12-04,2024-12-04 19:11:56,19,Wednesday,15,#fitness #workout #gym #health #fitfam,5,1265,296,6916,0.10087661912861441,0.06594269265995029,0.015962318461337173,0.018971608007326966
110,408,user29,Comedy Skit,Comedy,2176,571,714,28812,2024-10-22,2024-10-22 07:09:33,7,Tuesday,20,#comedy #viral #funny #fyp,4,112,96,1855,0.12012355962793281,0.07552408718589476,0.01981813133416632,0.02478134110787172
111,350,user406,Style Tips,Fashion,2032,360,559,19019,2024-05-19,2024-05-19 05:07:13,5,Sunday,90,#style #trending #outfit #ootd,4,2320,1319,21070,0.15516062884483936,0.10684052789315947,0.01892843998107156,0.02939166097060834
112,318,user350,Easy Guide,Tutorial,520,96,204,34276,2024-03-07,2024-03-07 00:21:44,0,Thursday,30,#tips,1,6100,4642,71309,0.023923444976076555,0.015170965106780255,0.002800793558174816,0.005951686311121485
113,131,user342,Cooking Tutorial,Cooking,538,133,164,20128,2024-07-12,2024-07-12 06:35:41,6,Friday,30,#foodie #food,2,7550,5144,66024,0.04148449920508744,0.026728934817170112,0.006607710651828299,0.00814785373608903
114,484,user177,Viral Dance Moves,Dance,2772,385,905,108370,2024-11-08,2024-11-08 11:43:25,11,Friday,180,#dancechallenge #viral #dance,3,1005,596,18973,0.03748269816369844,0.025579034788225524,0.0035526437205868782,0.008351019654886039
115,437,user248,Fashion Haul,Fashion,773,178,160,23171,2024-09-05,2024-09-05 03:20:25,3,Thursday,120,#ootd #outfit #fashion,3,2142,1666,41049,0.04794786586681628,0.033360666350179105,0.007682016313495317,0.006905183203141858
116,203,user141,This Made Me Laugh,Comedy,1180,297,295,11197,2024-04-02,2024-04-02 02:55:02,2,Tuesday,120,#viral #lol #fyp #comedy #funny,5,972,125,13553,0.1582566758953291,0.1053853710815397,0.026524962043404484,0.026346342770384924
117,98,user318,New Dance Trend,Dance,744,163,267,17218,2024-08-07,2024-08-07 18:50:26,18,Wednesday,15,#trending #fyp #dance #viral #dancechallenge,5,741,255,9701,0.0681844581252178,0.04321059356487397,0.009466837031014055,0.01550702752932977
